EmployeeNo,Attrition,JobRole,Department,Education,Age,YearsSinceLastPromotion,MonthlyIncome,JobSatisfaction,PerformanceRating
1725,No,Laboratory Technician,Research & Development,High school or below,24,1,3907,1,3
1727,No,Healthcare Representative,Research & Development,Master's,46,0,5562,2,3
1728,No,Manufacturing Director,Research & Development,Master's,35,0,6883,3,3
1729,No,Research Scientist,Research & Development,High school or below,30,0,2862,4,3
1731,No,Sales Executive,Sales,Master's,47,0,4978,2,3
1732,No,Sales Executive,Sales,Bachelor's,46,0,10368,4,3
1733,Yes,Sales Executive,Sales,Doctorate,36,2,6134,1,3
1734,Yes,Sales Executive,Sales,Some university,32,0,6735,2,3
1735,No,Laboratory Technician,Research & Development,High school or below,23,1,3295,2,3
1736,No,Manufacturing Director,Research & Development,High school or below,31,1,5238,4,4
1737,No,Laboratory Technician,Research & Development,Bachelor's,39,5,6472,4,3
1739,No,Sales Executive,Sales,Bachelor's,32,0,9610,3,3
1740,No,Manager,Sales,Master's,40,12,19833,2,3
1744,No,Human Resources,Human Resources,Bachelor's,45,0,9756,3,4
1745,No,Research Scientist,Research & Development,Master's,30,0,4968,1,3
1746,No,Human Resources,Human Resources,Bachelor's,24,2,2145,4,3
1747,Yes,Human Resources,Human Resources,Bachelor's,30,1,2180,4,3
1749,No,Sales Executive,Sales,Bachelor's,31,0,8346,3,3
1751,No,Research Scientist,Research & Development,Bachelor's,27,1,3445,4,3
1752,Yes,Sales Representative,Sales,Bachelor's,29,2,2760,2,3
1753,No,Healthcare Representative,Research & Development,Bachelor's,29,0,6294,3,3
1754,No,Sales Executive,Sales,Some university,30,1,7140,1,3
1755,No,Research Scientist,Research & Development,Master's,34,1,2932,4,3
1756,No,Sales Executive,Sales,Bachelor's,33,1,5147,2,3
1757,No,Sales Executive,Sales,Master's,49,0,4507,4,3
1758,Yes,Sales Executive,Sales,Bachelor's,33,0,8564,1,4
1760,No,Laboratory Technician,Research & Development,Some university,38,0,2468,2,3
1761,Yes,Sales Executive,Sales,Master's,31,0,8161,3,3
1762,No,Research Scientist,Research & Development,Bachelor's,29,0,2109,1,3
1763,No,Healthcare Representative,Research & Development,Bachelor's,30,1,5294,3,3
1764,No,Research Scientist,Research & Development,Master's,32,0,2718,2,3
1766,No,Healthcare Representative,Research & Development,Bachelor's,38,1,5811,4,3
1767,Yes,Research Scientist,Research & Development,Bachelor's,43,0,2437,3,3
1768,No,Laboratory Technician,Research & Development,Bachelor's,42,0,2766,2,4
1770,No,Research Director,Research & Development,Bachelor's,55,0,19038,1,3
1771,No,Research Scientist,Research & Development,Bachelor's,33,1,3055,2,3
1772,No,Laboratory Technician,Research & Development,Master's,41,0,2289,1,4
1774,No,Sales Executive,Sales,Bachelor's,34,0,4001,3,3
1775,No,Manufacturing Director,Research & Development,Master's,53,0,12965,3,4
1778,No,Human Resources,Human Resources,Bachelor's,43,1,3539,4,3
1779,No,Sales Executive,Sales,Some university,34,2,6029,4,3
1780,Yes,Sales Representative,Sales,High school or below,21,1,2679,2,3
1782,No,Laboratory Technician,Research & Development,Some university,38,0,3702,3,3
1783,Yes,Laboratory Technician,Research & Development,High school or below,22,0,2398,1,3
1784,No,Sales Executive,Sales,Master's,31,5,5468,4,3
1786,No,Manager,Research & Development,Bachelor's,51,2,13116,3,3
1787,No,Sales Executive,Sales,Some university,37,0,4189,2,3
1789,No,Research Director,Research & Development,Master's,46,2,19328,4,3
1790,No,Healthcare Representative,Research & Development,Bachelor's,36,5,8321,1,3
1792,Yes,Research Scientist,Research & Development,Some university,44,2,2342,2,3
1794,No,Human Resources,Human Resources,Some university,37,4,4071,2,3
1797,Yes,Sales Executive,Sales,Bachelor's,35,7,5813,4,3
1798,No,Research Scientist,Research & Development,Master's,33,7,3143,1,3
1799,No,Research Scientist,Research & Development,Bachelor's,28,0,2044,4,3
1800,No,Research Director,Research & Development,High school or below,39,2,13464,3,4
1801,No,Sales Executive,Sales,Some university,46,2,7991,2,3
1802,No,Laboratory Technician,Research & Development,Some university,40,0,3377,1,3
1803,No,Healthcare Representative,Research & Development,Bachelor's,42,0,5538,1,3
1804,No,Manufacturing Director,Research & Development,Some university,35,1,5762,4,3
1805,No,Human Resources,Human Resources,Bachelor's,38,3,2592,2,3
1807,Yes,Laboratory Technician,Research & Development,Master's,34,0,5346,1,3
1809,Yes,Manufacturing Director,Research & Development,Master's,37,0,4213,1,3
1812,No,Sales Executive,Sales,Bachelor's,39,2,4127,4,3
1813,No,Research Scientist,Research & Development,Bachelor's,43,1,2438,3,3
1814,No,Healthcare Representative,Research & Development,Bachelor's,41,1,6870,2,3
1815,No,Sales Executive,Sales,High school or below,41,13,10447,3,3
1816,No,Manufacturing Director,Research & Development,Bachelor's,30,0,9667,3,3
1818,Yes,Human Resources,Human Resources,Some university,26,1,2148,2,3
1821,Yes,Healthcare Representative,Research & Development,Some university,46,3,8926,2,4
1822,No,Healthcare Representative,Research & Development,Bachelor's,40,0,6513,4,3
1823,No,Sales Executive,Sales,Some university,34,4,6799,3,4
1824,No,Manager,Sales,Bachelor's,58,14,16291,2,4
1826,No,Laboratory Technician,Research & Development,Master's,35,0,2705,3,3
1827,No,Manufacturing Director,Research & Development,Bachelor's,47,14,10333,2,3
1829,No,Healthcare Representative,Research & Development,Bachelor's,40,7,4448,1,3
1830,No,Research Scientist,Research & Development,Master's,54,1,6854,4,3
1833,No,Sales Executive,Sales,Master's,31,2,9637,1,3
1834,No,Research Scientist,Research & Development,Bachelor's,28,1,3591,1,4
1835,No,Sales Representative,Sales,Master's,38,0,5405,4,4
1836,No,Sales Executive,Sales,Bachelor's,26,1,4684,4,3
1837,No,Research Director,Research & Development,Master's,58,2,15787,3,3
1839,No,Research Scientist,Research & Development,Bachelor's,18,0,1514,3,3
1842,Yes,Human Resources,Human Resources,Doctorate,31,0,2956,1,3
1844,Yes,Human Resources,Human Resources,Bachelor's,29,2,2335,1,3
1845,No,Sales Executive,Sales,Master's,45,5,5154,3,4
1847,No,Research Scientist,Research & Development,Master's,36,0,6962,2,4
1849,No,Sales Executive,Sales,Master's,43,7,5675,4,4
1850,No,Laboratory Technician,Research & Development,Some university,27,0,2379,4,3
1852,No,Laboratory Technician,Research & Development,High school or below,29,3,3812,4,3
1853,No,Sales Executive,Sales,Master's,32,0,4648,4,3
1854,No,Research Scientist,Research & Development,Master's,42,3,2936,3,4
1856,No,Laboratory Technician,Research & Development,Master's,47,2,2105,3,3
1857,No,Manufacturing Director,Research & Development,Some university,46,4,8578,4,3
1858,No,Human Resources,Human Resources,Some university,28,2,2706,4,3
1859,No,Healthcare Representative,Research & Development,High school or below,29,1,6384,3,3
1860,No,Laboratory Technician,Research & Development,Bachelor's,42,0,3968,3,3
1862,Yes,Sales Executive,Sales,Master's,32,2,9907,2,3
1863,No,Sales Executive,Sales,Bachelor's,46,2,13225,1,3
1864,No,Sales Representative,Sales,High school or below,27,5,3540,3,4
1865,No,Human Resources,Human Resources,High school or below,29,0,2804,2,3
1866,No,Manager,Research & Development,Bachelor's,43,6,19392,3,3
1867,No,Research Director,Research & Development,Bachelor's,48,12,19665,2,3
1868,Yes,Research Scientist,Research & Development,Some university,29,1,2439,4,4
1869,Yes,Sales Executive,Sales,Bachelor's,46,0,7314,2,4
1870,No,Research Scientist,Research & Development,Bachelor's,27,7,4774,1,3
1871,No,Research Scientist,Research & Development,Master's,39,2,3902,4,3
1873,No,Research Scientist,Research & Development,Master's,55,0,2662,4,4
1875,No,Sales Representative,Sales,Bachelor's,28,0,2856,2,3
1876,Yes,Sales Representative,Sales,Bachelor's,30,0,1081,4,3
1878,Yes,Research Scientist,Research & Development,High school or below,22,0,2472,2,4
1880,No,Sales Executive,Sales,Master's,36,1,5673,3,3
1881,No,Laboratory Technician,Research & Development,Bachelor's,31,0,4197,3,3
1882,No,Sales Executive,Sales,Bachelor's,34,1,9713,4,3
1883,No,Laboratory Technician,Research & Development,Bachelor's,29,1,2062,1,3
1885,No,Research Scientist,Research & Development,Master's,37,0,4284,1,4
1886,No,Manufacturing Director,Research & Development,Some university,35,0,4788,2,3
1888,No,Manufacturing Director,Research & Development,Some university,45,3,5906,4,3
1890,No,Human Resources,Human Resources,High school or below,36,0,3886,4,4
1892,No,Manager,Research & Development,Master's,40,11,16823,1,3
1893,No,Research Scientist,Research & Development,Some university,26,1,2933,3,3
1898,No,Sales Executive,Sales,Some university,27,0,6500,3,3
1900,No,Manager,Research & Development,Bachelor's,48,4,17174,4,3
1903,No,Healthcare Representative,Research & Development,Master's,44,2,5033,1,3
1905,Yes,Research Scientist,Research & Development,Master's,34,3,2307,1,4
1907,Yes,Laboratory Technician,Research & Development,Some university,56,1,2587,4,3
1908,No,Sales Executive,Sales,Some university,36,1,5507,2,3
1909,No,Sales Executive,Sales,Bachelor's,41,1,4393,2,4
1911,No,Research Director,Research & Development,Bachelor's,42,5,13348,1,3
1912,No,Sales Executive,Sales,Some university,31,1,6583,4,3
1915,No,Sales Executive,Sales,High school or below,34,0,8103,4,3
1916,No,Laboratory Technician,Research & Development,Bachelor's,31,2,3978,3,3
1918,No,Laboratory Technician,Research & Development,Bachelor's,26,7,2544,4,3
1922,No,Healthcare Representative,Research & Development,Master's,45,0,5399,3,3
1924,No,Sales Executive,Sales,Master's,33,0,5487,3,3
1927,No,Sales Executive,Sales,Some university,28,0,6834,4,3
1928,Yes,Sales Representative,Sales,Bachelor's,29,0,1091,1,3
1929,No,Sales Executive,Sales,Master's,39,1,5736,3,3
1931,No,Research Scientist,Research & Development,Master's,27,1,2226,2,3
1932,No,Research Scientist,Research & Development,Master's,34,6,5747,4,3
1933,Yes,Sales Executive,Sales,Some university,28,2,9854,3,3
1934,No,Research Scientist,Research & Development,Master's,47,1,5467,2,3
1935,No,Sales Executive,Sales,Doctorate,56,0,5380,1,3
1936,No,Manufacturing Director,Research & Development,Some university,39,7,5151,1,4
1937,No,Research Scientist,Research & Development,Bachelor's,38,0,2133,2,3
1938,No,Manager,Sales,Bachelor's,58,0,17875,4,3
1939,Yes,Research Scientist,Research & Development,Some university,32,0,2432,3,3
1940,No,Research Scientist,Research & Development,Some university,38,0,4771,4,3
1941,No,Research Director,Research & Development,High school or below,49,4,19161,4,3
1943,No,Sales Executive,Sales,Master's,42,0,5087,4,3
1944,Yes,Human Resources,Human Resources,Bachelor's,27,0,2863,2,3
1945,No,Sales Executive,Sales,Master's,35,0,5561,1,3
1947,No,Research Scientist,Research & Development,Bachelor's,28,1,2144,3,3
1948,No,Research Scientist,Research & Development,Some university,31,2,3065,1,3
1949,No,Laboratory Technician,Research & Development,Master's,36,0,2810,2,4
1950,No,Sales Executive,Sales,Bachelor's,34,2,9888,4,4
1951,No,Sales Executive,Sales,Master's,34,1,8628,3,3
1952,No,Laboratory Technician,Research & Development,Bachelor's,26,7,2867,1,3
1954,No,Healthcare Representative,Research & Development,Bachelor's,29,0,5373,1,3
1955,No,Healthcare Representative,Research & Development,Master's,32,1,6667,4,3
1956,No,Research Scientist,Research & Development,Bachelor's,31,8,5003,1,4
1960,Yes,Laboratory Technician,Research & Development,Bachelor's,28,0,2367,4,3
1961,No,Sales Representative,Sales,Bachelor's,38,0,2858,1,3
1962,No,Sales Executive,Sales,Master's,35,0,5204,4,3
1965,No,Sales Executive,Sales,Bachelor's,27,0,4105,4,3
1966,No,Manufacturing Director,Research & Development,Master's,32,0,9679,4,4
1967,Yes,Sales Executive,Sales,Master's,31,0,5617,4,3
1968,Yes,Sales Executive,Sales,Master's,53,2,10448,1,3
1969,No,Research Scientist,Research & Development,Some university,54,2,2897,3,3
1970,No,Healthcare Representative,Research & Development,Some university,33,2,5968,3,4
1971,No,Healthcare Representative,Research & Development,Bachelor's,43,0,7510,3,3
1972,No,Human Resources,Human Resources,Master's,38,1,2991,2,3
1973,No,Manager,Human Resources,Master's,55,1,19636,2,3
1974,No,Laboratory Technician,Research & Development,High school or below,31,0,1129,4,3
1975,No,Sales Executive,Sales,Master's,39,11,13341,1,3
1976,No,Research Scientist,Research & Development,Some university,42,3,4332,3,3
1979,No,Research Director,Research & Development,Bachelor's,31,4,11031,3,4
1980,No,Manufacturing Director,Research & Development,Bachelor's,54,1,4440,1,3
1981,No,Healthcare Representative,Research & Development,Some university,24,1,4617,3,3
1982,No,Laboratory Technician,Research & Development,Some university,23,1,2647,4,3
1985,No,Laboratory Technician,Research & Development,Bachelor's,40,9,6323,3,3
1986,No,Sales Executive,Sales,Some university,40,5,5677,2,3
1987,No,Human Resources,Human Resources,Bachelor's,25,1,2187,2,3
1989,No,Laboratory Technician,Research & Development,Some university,30,1,3748,2,3
1992,No,Laboratory Technician,Research & Development,High school or below,25,0,3977,3,3
1993,No,Healthcare Representative,Research & Development,Bachelor's,47,12,8633,3,4
1994,No,Laboratory Technician,Research & Development,Some university,33,0,2008,3,3
1995,No,Sales Executive,Sales,Master's,38,5,4440,2,3
1996,No,Sales Representative,Sales,Some university,31,1,3067,3,3
1997,No,Manufacturing Director,Research & Development,Master's,38,7,5321,3,3
1998,No,Research Scientist,Research & Development,Master's,42,1,5410,1,3
1999,No,Research Scientist,Research & Development,Bachelor's,41,1,2782,4,4
2000,No,Research Director,Research & Development,High school or below,47,5,11957,2,3
2003,No,Laboratory Technician,Research & Development,Master's,35,2,2660,3,3
2007,No,Research Scientist,Research & Development,Some university,22,1,3375,3,3
2008,No,Research Scientist,Research & Development,Master's,35,0,5098,3,3
2009,No,Healthcare Representative,Research & Development,Some university,33,8,4878,4,3
2010,No,Laboratory Technician,Research & Development,Master's,32,4,2837,2,3
2012,No,Laboratory Technician,Research & Development,Master's,40,0,2406,4,3
2013,No,Sales Representative,Sales,Master's,32,2,2269,2,3
2014,No,Research Scientist,Research & Development,High school or below,39,1,4108,4,3
2015,No,Research Director,Research & Development,Bachelor's,38,1,13206,3,3
2016,No,Sales Executive,Sales,Master's,32,5,10422,4,3
2017,No,Research Director,Research & Development,Bachelor's,37,6,13744,4,4
2018,No,Sales Executive,Sales,Some university,25,0,4907,3,4
2019,No,Sales Representative,Sales,Master's,52,0,3482,4,3
2020,No,Research Scientist,Research & Development,Bachelor's,44,1,2436,4,3
2021,No,Sales Representative,Sales,High school or below,21,1,2380,1,3
2022,No,Manager,Research & Development,Bachelor's,39,1,19431,4,3
2023,Yes,Sales Representative,Sales,Bachelor's,23,1,1790,1,3
2024,No,Sales Executive,Sales,Bachelor's,36,3,7644,4,3
2025,No,Manufacturing Director,Research & Development,Some university,36,0,5131,2,3
2026,No,Healthcare Representative,Research & Development,Master's,56,1,6306,3,4
2027,Yes,Research Scientist,Research & Development,Master's,29,2,4787,4,3
2031,No,Manager,Research & Development,Bachelor's,42,4,18880,3,3
2032,Yes,Laboratory Technician,Research & Development,Some university,56,9,2339,3,3
2034,No,Manufacturing Director,Research & Development,Master's,41,0,13570,2,4
2035,No,Sales Executive,Sales,Bachelor's,34,1,6712,3,4
2036,No,Sales Executive,Sales,Master's,36,11,5406,4,4
2037,No,Sales Executive,Sales,Bachelor's,41,0,8938,2,3
2038,No,Research Scientist,Research & Development,Bachelor's,32,1,2439,1,3
2040,No,Human Resources,Human Resources,Master's,35,1,8837,4,3
2041,No,Sales Executive,Sales,Some university,38,1,5343,4,3
2044,Yes,Sales Executive,Sales,Master's,50,0,6728,3,3
2045,No,Sales Executive,Sales,Master's,36,0,6652,4,3
2046,No,Sales Executive,Sales,Bachelor's,45,0,4850,3,3
2048,No,Research Scientist,Research & Development,Master's,40,2,2809,3,3
2049,No,Healthcare Representative,Research & Development,Master's,35,0,5689,3,3
2051,No,Research Scientist,Research & Development,Master's,40,0,2001,3,3
2052,No,Research Scientist,Research & Development,Master's,35,1,2977,4,3
2053,No,Laboratory Technician,Research & Development,Some university,29,0,4025,2,3
2054,No,Research Scientist,Research & Development,Master's,29,0,3785,1,3
2055,Yes,Sales Executive,Sales,Bachelor's,50,2,10854,1,3
2056,No,Sales Executive,Sales,High school or below,39,9,12031,4,3
2057,No,Manufacturing Director,Research & Development,Bachelor's,31,1,9936,1,3
2060,No,Sales Representative,Sales,Bachelor's,26,0,2966,3,3
2061,No,Laboratory Technician,Research & Development,Some university,36,0,2571,4,3
2062,No,Healthcare Representative,Research & Development,High school or below,39,1,9991,1,3
2064,No,Manufacturing Director,Research & Development,Bachelor's,27,0,6142,2,4
2065,No,Sales Executive,Sales,Bachelor's,49,0,5390,2,3
2068,No,Laboratory Technician,Research & Development,Bachelor's,34,1,4404,3,3
